country_code,level1_en,level2_en,level3_en,level1_vi,level2_vi,level3_vi
VN,Thai Binh,Dong Hung District,Phu Luong Ward,Thái Bình,Huyện Đông Hưng,Xã Phú Lương
VN,Thai Binh,Dong Hung District,Me Linh Ward,Thái Bình,Huyện Đông Hưng,Xã Mê Linh
VN,Thai Binh,Dong Hung District,Lo Giang Ward,Thái Bình,Huyện Đông Hưng,Xã Lô Giang
VN,Thai Binh,Dong Hung District,Dong La Ward,Thái Bình,Huyện Đông Hưng,Xã Đông La
VN,Thai Binh,Dong Hung District,Minh Tan Ward,Thái Bình,Huyện Đông Hưng,Xã Minh Tân
VN,Thai Binh,Dong Hung District,Dong Xa Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Xá
VN,Thai Binh,Dong Hung District,Chuong Duong Ward,Thái Bình,Huyện Đông Hưng,Xã Chương Dương
VN,Thai Binh,Dong Hung District,Nguyen Xa Ward,Thái Bình,Huyện Đông Hưng,Xã Nguyên Xá
VN,Thai Binh,Dong Hung District,Phong Chau Ward,Thái Bình,Huyện Đông Hưng,Xã Phong Châu
VN,Thai Binh,Dong Hung District,Hop Tien Ward,Thái Bình,Huyện Đông Hưng,Xã Hợp Tiến
VN,Thai Binh,Dong Hung District,Hong Viet Ward,Thái Bình,Huyện Đông Hưng,Xã Hồng Việt
VN,Thai Binh,Dong Hung District,Ha Giang Ward,Thái Bình,Huyện Đông Hưng,Xã Hà Giang
VN,Thai Binh,Dong Hung District,Dong Kinh Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Kinh
VN,Thai Binh,Dong Hung District,Dong Hop Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Hợp
VN,Thai Binh,Dong Hung District,Thang Long Ward,Thái Bình,Huyện Đông Hưng,Xã Thăng Long
VN,Thai Binh,Dong Hung District,Dong Cac Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Các
VN,Thai Binh,Dong Hung District,Phu Chau Ward,Thái Bình,Huyện Đông Hưng,Xã Phú Châu
VN,Thai Binh,Dong Hung District,Lien Hoa Ward,Thái Bình,Huyện Đông Hưng,Xã Liên Hoa
VN,Thai Binh,Dong Hung District,Dong Tan Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Tân
VN,Thai Binh,Dong Hung District,Dong Vinh Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Vinh
VN,Thai Binh,Dong Hung District,Dong Dong Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Động
VN,Thai Binh,Dong Hung District,Hong Bach Ward,Thái Bình,Huyện Đông Hưng,Xã Hồng Bạch
VN,Thai Binh,Dong Hung District,Trong Quan Ward,Thái Bình,Huyện Đông Hưng,Xã Trọng Quan
VN,Thai Binh,Dong Hung District,Hong Giang Ward,Thái Bình,Huyện Đông Hưng,Xã Hồng Giang
VN,Thai Binh,Dong Hung District,Dong Quan Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Quan
VN,Thai Binh,Dong Hung District,Dong Quang Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Quang
VN,Thai Binh,Dong Hung District,Dong Xuan Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Xuân
VN,Thai Binh,Dong Hung District,Dong A Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Á
VN,Thai Binh,Dong Hung District,Dong Hoang Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Hoàng
VN,Thai Binh,Dong Hung District,Dong Duong Ward,Thái Bình,Huyện Đông Hưng,Xã Đông Dương
VN,Thai Binh,Dong Hung District,Minh Phu Ward,Thái Bình,Huyện Đông Hưng,Xã Minh Phú
VN,Quang Nam,Dong Giang District,Prao Ward,Quảng Nam,Huyện Đông Giang,Thị trấn Prao
VN,Quang Nam,Dong Giang District,Ta Lu Ward,Quảng Nam,Huyện Đông Giang,Xã Tà Lu
VN,Quang Nam,Dong Giang District,Song Kon Ward,Quảng Nam,Huyện Đông Giang,Xã Sông Kôn
VN,Quang Nam,Dong Giang District,Jo Ngay Ward,Quảng Nam,Huyện Đông Giang,Xã Jơ Ngây
VN,Quang Nam,Dong Giang District,A Ting Ward,Quảng Nam,Huyện Đông Giang,Xã A Ting
VN,Quang Nam,Dong Giang District,Tu Ward,Quảng Nam,Huyện Đông Giang,Xã Tư
VN,Quang Nam,Dong Giang District,Ba Ward,Quảng Nam,Huyện Đông Giang,Xã Ba
VN,Quang Nam,Dong Giang District,A Rooi Ward,Quảng Nam,Huyện Đông Giang,Xã A Rooi
VN,Quang Nam,Dong Giang District,Za Hung Ward,Quảng Nam,Huyện Đông Giang,Xã Za Hung
VN,Quang Nam,Dong Giang District,Ma Cooi Ward,Quảng Nam,Huyện Đông Giang,Xã Mà Cooi
VN,Quang Nam,Dong Giang District,Ka Dang Ward,Quảng Nam,Huyện Đông Giang,Xã Ka Dăng
VN,Ha Noi,Dong Anh District,Dong Anh Ward,Hà Nội,Huyện Đông Anh,Thị trấn Đông Anh
VN,Ha Noi,Dong Anh District,Xuan Non Ward,Hà Nội,Huyện Đông Anh,Xã Xuân Nộn
VN,Ha Noi,Dong Anh District,Thuy Lam Ward,Hà Nội,Huyện Đông Anh,Xã Thuỵ Lâm
VN,Ha Noi,Dong Anh District,Bac Hong Ward,Hà Nội,Huyện Đông Anh,Xã Bắc Hồng
VN,Ha Noi,Dong Anh District,Nguyen Khe Ward,Hà Nội,Huyện Đông Anh,Xã Nguyên Khê
VN,Ha Noi,Dong Anh District,Nam Hong Ward,Hà Nội,Huyện Đông Anh,Xã Nam Hồng
VN,Ha Noi,Dong Anh District,Tien Duong Ward,Hà Nội,Huyện Đông Anh,Xã Tiên Dương
VN,Ha Noi,Dong Anh District,Van Ha Ward,Hà Nội,Huyện Đông Anh,Xã Vân Hà
VN,Ha Noi,Dong Anh District,Uy No Ward,Hà Nội,Huyện Đông Anh,Xã Uy Nỗ
VN,Ha Noi,Dong Anh District,Van Noi Ward,Hà Nội,Huyện Đông Anh,Xã Vân Nội
VN,Ha Noi,Dong Anh District,Lien Ha Ward,Hà Nội,Huyện Đông Anh,Xã Liên Hà
VN,Ha Noi,Dong Anh District,Viet Hung Ward,Hà Nội,Huyện Đông Anh,Xã Việt Hùng
VN,Ha Noi,Dong Anh District,Kim No Ward,Hà Nội,Huyện Đông Anh,Xã Kim Nỗ
VN,Ha Noi,Dong Anh District,Kim Chung Ward,Hà Nội,Huyện Đông Anh,Xã Kim Chung
VN,Ha Noi,Dong Anh District,Duc Tu Ward,Hà Nội,Huyện Đông Anh,Xã Dục Tú
VN,Ha Noi,Dong Anh District,Dai Mach Ward,Hà Nội,Huyện Đông Anh,Xã Đại Mạch
VN,Ha Noi,Dong Anh District,Vinh Ngoc Ward,Hà Nội,Huyện Đông Anh,Xã Vĩnh Ngọc
VN,Ha Noi,Dong Anh District,Co Loa Ward,Hà Nội,Huyện Đông Anh,Xã Cổ Loa
VN,Ha Noi,Dong Anh District,Hai Boi Ward,Hà Nội,Huyện Đông Anh,Xã Hải Bối
VN,Ha Noi,Dong Anh District,Xuan Canh Ward,Hà Nội,Huyện Đông Anh,Xã Xuân Canh
VN,Ha Noi,Dong Anh District,Vong La Ward,Hà Nội,Huyện Đông Anh,Xã Võng La
VN,Ha Noi,Dong Anh District,Tam Xa Ward,Hà Nội,Huyện Đông Anh,Xã Tàm Xá
VN,Ha Noi,Dong Anh District,Mai Lam Ward,Hà Nội,Huyện Đông Anh,Xã Mai Lâm
VN,Ha Noi,Dong Anh District,Dong Hoi Ward,Hà Nội,Huyện Đông Anh,Xã Đông Hội
VN,Nghe An,Do Luong District,Do Luong Ward,Nghệ An,Huyện Đô Lương,Thị trấn Đô Lương
VN,Nghe An,Do Luong District,Giang Son Dong Ward,Nghệ An,Huyện Đô Lương,Xã Giang Sơn Đông
VN,Nghe An,Do Luong District,Giang Son Tay Ward,Nghệ An,Huyện Đô Lương,Xã Giang Sơn Tây
VN,Nghe An,Do Luong District,Lam Son Ward,Nghệ An,Huyện Đô Lương,Xã Lam Sơn
VN,Nghe An,Do Luong District,Boi Son Ward,Nghệ An,Huyện Đô Lương,Xã Bồi Sơn
VN,Nghe An,Do Luong District,Hong Son Ward,Nghệ An,Huyện Đô Lương,Xã Hồng Sơn
VN,Nghe An,Do Luong District,Bai Son Ward,Nghệ An,Huyện Đô Lương,Xã Bài Sơn
VN,Nghe An,Do Luong District,Ngoc Son Ward,Nghệ An,Huyện Đô Lương,Xã Ngọc Sơn
VN,Nghe An,Do Luong District,Bac Son Ward,Nghệ An,Huyện Đô Lương,Xã Bắc Sơn
VN,Nghe An,Do Luong District,Trang Son Ward,Nghệ An,Huyện Đô Lương,Xã Tràng Sơn
VN,Nghe An,Do Luong District,Thuong Son Ward,Nghệ An,Huyện Đô Lương,Xã Thượng Sơn
VN,Nghe An,Do Luong District,Hoa Son Ward,Nghệ An,Huyện Đô Lương,Xã Hòa Sơn
VN,Nghe An,Do Luong District,Dang Son Ward,Nghệ An,Huyện Đô Lương,Xã Đặng Sơn
VN,Nghe An,Do Luong District,Dong Son Ward,Nghệ An,Huyện Đô Lương,Xã Đông Sơn
VN,Nghe An,Do Luong District,Nam Son Ward,Nghệ An,Huyện Đô Lương,Xã Nam Sơn
VN,Nghe An,Do Luong District,Luu Son Ward,Nghệ An,Huyện Đô Lương,Xã Lưu Sơn
VN,Nghe An,Do Luong District,Yen Son Ward,Nghệ An,Huyện Đô Lương,Xã Yên Sơn
VN,Nghe An,Do Luong District,Van Son Ward,Nghệ An,Huyện Đô Lương,Xã Văn Sơn
VN,Nghe An,Do Luong District,Da Son Ward,Nghệ An,Huyện Đô Lương,Xã Đà Sơn
VN,Nghe An,Do Luong District,Lac Son Ward,Nghệ An,Huyện Đô Lương,Xã Lạc Sơn
VN,Nghe An,Do Luong District,Tan Son Ward,Nghệ An,Huyện Đô Lương,Xã Tân Sơn
VN,Nghe An,Do Luong District,Thai Son Ward,Nghệ An,Huyện Đô Lương,Xã Thái Sơn
VN,Nghe An,Do Luong District,Quang Son Ward,Nghệ An,Huyện Đô Lương,Xã Quang Sơn
VN,Nghe An,Do Luong District,Thinh Son Ward,Nghệ An,Huyện Đô Lương,Xã Thịnh Sơn
VN,Nghe An,Do Luong District,Trung Son Ward,Nghệ An,Huyện Đô Lương,Xã Trung Sơn
VN,Nghe An,Do Luong District,Xuan Son Ward,Nghệ An,Huyện Đô Lương,Xã Xuân Sơn
VN,Nghe An,Do Luong District,Minh Son Ward,Nghệ An,Huyện Đô Lương,Xã Minh Sơn
VN,Nghe An,Do Luong District,Thuan Son Ward,Nghệ An,Huyện Đô Lương,Xã Thuận Sơn
VN,Nghe An,Do Luong District,Nhan Son Ward,Nghệ An,Huyện Đô Lương,Xã Nhân Sơn
VN,Nghe An,Do Luong District,Hien Son Ward,Nghệ An,Huyện Đô Lương,Xã Hiến Sơn
VN,Nghe An,Do Luong District,My Son Ward,Nghệ An,Huyện Đô Lương,Xã Mỹ Sơn
VN,Nghe An,Do Luong District,Tru Son Ward,Nghệ An,Huyện Đô Lương,Xã Trù Sơn
VN,Nghe An,Do Luong District,Dai Son Ward,Nghệ An,Huyện Đô Lương,Xã Đại Sơn
VN,Lang Son,Dinh Lap District,Dinh Lap Ward,Lạng Sơn,Huyện Đình Lập,Thị trấn Đình Lập
VN,Lang Son,Dinh Lap District,NT Thai Binh Ward,Lạng Sơn,Huyện Đình Lập,Thị trấn NT Thái Bình
VN,Lang Son,Dinh Lap District,Bac Xa Ward,Lạng Sơn,Huyện Đình Lập,Xã Bắc Xa
VN,Lang Son,Dinh Lap District,Binh Xa Ward,Lạng Sơn,Huyện Đình Lập,Xã Bính Xá
VN,Lang Son,Dinh Lap District,Kien Moc Ward,Lạng Sơn,Huyện Đình Lập,Xã Kiên Mộc
VN,Lang Son,Dinh Lap District,Dinh Lap Ward,Lạng Sơn,Huyện Đình Lập,Xã Đình Lập
VN,Lang Son,Dinh Lap District,Thai Binh Ward,Lạng Sơn,Huyện Đình Lập,Xã Thái Bình
VN,Lang Son,Dinh Lap District,Cuong Loi Ward,Lạng Sơn,Huyện Đình Lập,Xã Cường Lợi
VN,Lang Son,Dinh Lap District,Chau Son Ward,Lạng Sơn,Huyện Đình Lập,Xã Châu Sơn
VN,Lang Son,Dinh Lap District,Lam Ca Ward,Lạng Sơn,Huyện Đình Lập,Xã Lâm Ca
VN,Lang Son,Dinh Lap District,Dong Thang Ward,Lạng Sơn,Huyện Đình Lập,Xã Đồng Thắng
VN,Lang Son,Dinh Lap District,Bac Lang Ward,Lạng Sơn,Huyện Đình Lập,Xã Bắc Lãng
VN,Hoa Binh,Da Bac District,Da Bac Ward,Hoà Bình,Huyện Đà Bắc,Thị trấn Đà Bắc
VN,Hoa Binh,Da Bac District,Nanh Nghe Ward,Hoà Bình,Huyện Đà Bắc,Xã Nánh Nghê
VN,Hoa Binh,Da Bac District,Giap Dat Ward,Hoà Bình,Huyện Đà Bắc,Xã Giáp Đắt
VN,Hoa Binh,Da Bac District,Muong Chieng Ward,Hoà Bình,Huyện Đà Bắc,Xã Mường Chiềng
VN,Hoa Binh,Da Bac District,Tan Pheo Ward,Hoà Bình,Huyện Đà Bắc,Xã Tân Pheo
VN,Hoa Binh,Da Bac District,Dong Chum Ward,Hoà Bình,Huyện Đà Bắc,Xã Đồng Chum
VN,Hoa Binh,Da Bac District,Tan Minh Ward,Hoà Bình,Huyện Đà Bắc,Xã Tân Minh
VN,Hoa Binh,Da Bac District,Doan Ket Ward,Hoà Bình,Huyện Đà Bắc,Xã Đoàn Kết
VN,Hoa Binh,Da Bac District,Dong Ruong Ward,Hoà Bình,Huyện Đà Bắc,Xã Đồng Ruộng
VN,Hoa Binh,Da Bac District,Tu Ly Ward,Hoà Bình,Huyện Đà Bắc,Xã Tú Lý
VN,Hoa Binh,Da Bac District,Trung Thanh Ward,Hoà Bình,Huyện Đà Bắc,Xã Trung Thành
VN,Hoa Binh,Da Bac District,Yen Hoa Ward,Hoà Bình,Huyện Đà Bắc,Xã Yên Hòa
VN,Hoa Binh,Da Bac District,Cao Son Ward,Hoà Bình,Huyện Đà Bắc,Xã Cao Sơn
VN,Hoa Binh,Da Bac District,Toan Son Ward,Hoà Bình,Huyện Đà Bắc,Xã Toàn Sơn
VN,Hoa Binh,Da Bac District,Hien Luong Ward,Hoà Bình,Huyện Đà Bắc,Xã Hiền Lương
VN,Hoa Binh,Da Bac District,Tien Phong Ward,Hoà Bình,Huyện Đà Bắc,Xã Tiền Phong
VN,Hoa Binh,Da Bac District,Vay Nua Ward,Hoà Bình,Huyện Đà Bắc,Xã Vầy Nưa
VN,Phu Tho,Doan Hung District,Doan Hung Ward,Phú Thọ,Huyện Đoan Hùng,Thị trấn Đoan Hùng
VN,Phu Tho,Doan Hung District,Hung Xuyen Ward,Phú Thọ,Huyện Đoan Hùng,Xã Hùng Xuyên
VN,Phu Tho,Doan Hung District,Bang Luan Ward,Phú Thọ,Huyện Đoan Hùng,Xã Bằng Luân
VN,Phu Tho,Doan Hung District,Van Du Ward,Phú Thọ,Huyện Đoan Hùng,Xã Vân Du
VN,Phu Tho,Doan Hung District,Phu Lam Ward,Phú Thọ,Huyện Đoan Hùng,Xã Phú Lâm
VN,Phu Tho,Doan Hung District,Minh Luong Ward,Phú Thọ,Huyện Đoan Hùng,Xã Minh Lương
VN,Phu Tho,Doan Hung District,Bang Doan Ward,Phú Thọ,Huyện Đoan Hùng,Xã Bằng Doãn
VN,Phu Tho,Doan Hung District,Chi Dam Ward,Phú Thọ,Huyện Đoan Hùng,Xã Chí Đám
VN,Phu Tho,Doan Hung District,Phuc Lai Ward,Phú Thọ,Huyện Đoan Hùng,Xã Phúc Lai
VN,Phu Tho,Doan Hung District,Ngoc Quan Ward,Phú Thọ,Huyện Đoan Hùng,Xã Ngọc Quan
VN,Phu Tho,Doan Hung District,Hop Nhat Ward,Phú Thọ,Huyện Đoan Hùng,Xã Hợp Nhất
VN,Phu Tho,Doan Hung District,Soc Dang Ward,Phú Thọ,Huyện Đoan Hùng,Xã Sóc Đăng
VN,Phu Tho,Doan Hung District,Tay Coc Ward,Phú Thọ,Huyện Đoan Hùng,Xã Tây Cốc
VN,Phu Tho,Doan Hung District,Yen Kien Ward,Phú Thọ,Huyện Đoan Hùng,Xã Yên Kiện
VN,Phu Tho,Doan Hung District,Hung Long Ward,Phú Thọ,Huyện Đoan Hùng,Xã Hùng Long
VN,Phu Tho,Doan Hung District,Vu Quang Ward,Phú Thọ,Huyện Đoan Hùng,Xã Vụ Quang
VN,Phu Tho,Doan Hung District,Van Don Ward,Phú Thọ,Huyện Đoan Hùng,Xã Vân Đồn
VN,Phu Tho,Doan Hung District,Tieu Son Ward,Phú Thọ,Huyện Đoan Hùng,Xã Tiêu Sơn
VN,Phu Tho,Doan Hung District,Minh Tien Ward,Phú Thọ,Huyện Đoan Hùng,Xã Minh Tiến
VN,Phu Tho,Doan Hung District,Minh Phu Ward,Phú Thọ,Huyện Đoan Hùng,Xã Minh Phú
VN,Phu Tho,Doan Hung District,Chan Mong Ward,Phú Thọ,Huyện Đoan Hùng,Xã Chân Mộng
VN,Phu Tho,Doan Hung District,Ca Dinh Ward,Phú Thọ,Huyện Đoan Hùng,Xã Ca Đình
VN,Dien Bien,Dien Bien Dong District,Dien Bien Dong Ward,Điện Biên,Huyện Điện Biên Đông,Thị trấn Điện Biên Đông
VN,Dien Bien,Dien Bien Dong District,Na Son Ward,Điện Biên,Huyện Điện Biên Đông,Xã Na Son
VN,Dien Bien,Dien Bien Dong District,Phi Nhu Ward,Điện Biên,Huyện Điện Biên Đông,Xã Phì Nhừ
VN,Dien Bien,Dien Bien Dong District,Chieng So Ward,Điện Biên,Huyện Điện Biên Đông,Xã Chiềng Sơ
VN,Dien Bien,Dien Bien Dong District,Muong Luan Ward,Điện Biên,Huyện Điện Biên Đông,Xã Mường Luân
VN,Dien Bien,Dien Bien Dong District,Pu Nhi Ward,Điện Biên,Huyện Điện Biên Đông,Xã Pú Nhi
VN,Dien Bien,Dien Bien Dong District,Nong U Ward,Điện Biên,Huyện Điện Biên Đông,Xã Nong U
VN,Dien Bien,Dien Bien Dong District,Xa Dung Ward,Điện Biên,Huyện Điện Biên Đông,Xã Xa Dung
VN,Dien Bien,Dien Bien Dong District,Keo Lom Ward,Điện Biên,Huyện Điện Biên Đông,Xã Keo Lôm
VN,Dien Bien,Dien Bien Dong District,Luan Gioi Ward,Điện Biên,Huyện Điện Biên Đông,Xã Luân Giới
VN,Dien Bien,Dien Bien Dong District,Phinh Giang Ward,Điện Biên,Huyện Điện Biên Đông,Xã Phình Giàng
VN,Dien Bien,Dien Bien Dong District,Pu Hong Ward,Điện Biên,Huyện Điện Biên Đông,Xã Pú Hồng
VN,Dien Bien,Dien Bien Dong District,Tia Dinh Ward,Điện Biên,Huyện Điện Biên Đông,Xã Tìa Dình
VN,Dien Bien,Dien Bien Dong District,Hang Lia Ward,Điện Biên,Huyện Điện Biên Đông,Xã Háng Lìa
VN,Dien Bien,Dien Bien District,Muong Pon Ward,Điện Biên,Huyện Điện Biên,Xã Mường Pồn
VN,Dien Bien,Dien Bien District,Thanh Nua Ward,Điện Biên,Huyện Điện Biên,Xã Thanh Nưa
VN,Dien Bien,Dien Bien District,Hua Thanh Ward,Điện Biên,Huyện Điện Biên,Xã Hua Thanh
VN,Dien Bien,Dien Bien District,Thanh Luong Ward,Điện Biên,Huyện Điện Biên,Xã Thanh Luông
VN,Dien Bien,Dien Bien District,Thanh Hung Ward,Điện Biên,Huyện Điện Biên,Xã Thanh Hưng
VN,Dien Bien,Dien Bien District,Thanh Xuong Ward,Điện Biên,Huyện Điện Biên,Xã Thanh Xương
VN,Dien Bien,Dien Bien District,Thanh Chan Ward,Điện Biên,Huyện Điện Biên,Xã Thanh Chăn
VN,Dien Bien,Dien Bien District,Pa Thom Ward,Điện Biên,Huyện Điện Biên,Xã Pa Thơm
VN,Dien Bien,Dien Bien District,Thanh An Ward,Điện Biên,Huyện Điện Biên,Xã Thanh An
VN,Dien Bien,Dien Bien District,Thanh Yen Ward,Điện Biên,Huyện Điện Biên,Xã Thanh Yên
VN,Dien Bien,Dien Bien District,Noong Luong Ward,Điện Biên,Huyện Điện Biên,Xã Noong Luống
VN,Dien Bien,Dien Bien District,Noong Het Ward,Điện Biên,Huyện Điện Biên,Xã Noọng Hẹt
VN,Dien Bien,Dien Bien District,Sam Mun Ward,Điện Biên,Huyện Điện Biên,Xã Sam Mứn
VN,Dien Bien,Dien Bien District,Pom Lot Ward,Điện Biên,Huyện Điện Biên,Xã Pom Lót
VN,Dien Bien,Dien Bien District,Nua Ngam Ward,Điện Biên,Huyện Điện Biên,Xã Núa Ngam
VN,Dien Bien,Dien Bien District,He Muong Ward,Điện Biên,Huyện Điện Biên,Xã Hẹ Muông
VN,Dien Bien,Dien Bien District,Na U Ward,Điện Biên,Huyện Điện Biên,Xã Na Ư
VN,Dien Bien,Dien Bien District,Muong Nha Ward,Điện Biên,Huyện Điện Biên,Xã Mường Nhà
VN,Dien Bien,Dien Bien District,Na Tong Ward,Điện Biên,Huyện Điện Biên,Xã Na Tông
VN,Dien Bien,Dien Bien District,Muong Loi Ward,Điện Biên,Huyện Điện Biên,Xã Mường Lói
VN,Dien Bien,Dien Bien District,Phu Luong Ward,Điện Biên,Huyện Điện Biên,Xã Phu Luông
VN,Ha Noi,Dan Phuong District,Phung Ward,Hà Nội,Huyện Đan Phượng,Thị trấn Phùng
VN,Ha Noi,Dan Phuong District,Trung Chau Ward,Hà Nội,Huyện Đan Phượng,Xã Trung Châu
VN,Ha Noi,Dan Phuong District,Tho An Ward,Hà Nội,Huyện Đan Phượng,Xã Thọ An
VN,Ha Noi,Dan Phuong District,Tho Xuan Ward,Hà Nội,Huyện Đan Phượng,Xã Thọ Xuân
VN,Ha Noi,Dan Phuong District,Hong Ha Ward,Hà Nội,Huyện Đan Phượng,Xã Hồng Hà
VN,Ha Noi,Dan Phuong District,Lien Hong Ward,Hà Nội,Huyện Đan Phượng,Xã Liên Hồng
VN,Ha Noi,Dan Phuong District,Lien Ha Ward,Hà Nội,Huyện Đan Phượng,Xã Liên Hà
VN,Ha Noi,Dan Phuong District,Ha Mo Ward,Hà Nội,Huyện Đan Phượng,Xã Hạ Mỗ
VN,Ha Noi,Dan Phuong District,Lien Trung Ward,Hà Nội,Huyện Đan Phượng,Xã Liên Trung
VN,Ha Noi,Dan Phuong District,Phuong Dinh Ward,Hà Nội,Huyện Đan Phượng,Xã Phương Đình
VN,Ha Noi,Dan Phuong District,Thuong Mo Ward,Hà Nội,Huyện Đan Phượng,Xã Thượng Mỗ
VN,Ha Noi,Dan Phuong District,Tan Hoi Ward,Hà Nội,Huyện Đan Phượng,Xã Tân Hội
VN,Ha Noi,Dan Phuong District,Tan Lap Ward,Hà Nội,Huyện Đan Phượng,Xã Tân Lập
VN,Ha Noi,Dan Phuong District,Dan Phuong Ward,Hà Nội,Huyện Đan Phượng,Xã Đan Phượng
VN,Ha Noi,Dan Phuong District,Dong Thap Ward,Hà Nội,Huyện Đan Phượng,Xã Đồng Tháp
VN,Ha Noi,Dan Phuong District,Song Phuong Ward,Hà Nội,Huyện Đan Phượng,Xã Song Phượng
VN,Lam Dong,Dam Rong District,Da Tong Ward,Lâm Đồng,Huyện Đam Rông,Xã Đạ Tông
VN,Lam Dong,Dam Rong District,Da Long Ward,Lâm Đồng,Huyện Đam Rông,Xã Đạ Long
VN,Lam Dong,Dam Rong District,Da M' Rong Ward,Lâm Đồng,Huyện Đam Rông,Xã Đạ M' Rong
VN,Lam Dong,Dam Rong District,Lieng Sronh Ward,Lâm Đồng,Huyện Đam Rông,Xã Liêng Srônh
VN,Lam Dong,Dam Rong District,Da Rsal Ward,Lâm Đồng,Huyện Đam Rông,Xã Đạ Rsal
VN,Lam Dong,Dam Rong District,Ro Men Ward,Lâm Đồng,Huyện Đam Rông,Xã Rô Men
VN,Lam Dong,Dam Rong District,Phi Lieng Ward,Lâm Đồng,Huyện Đam Rông,Xã Phi Liêng
VN,Lam Dong,Dam Rong District,Da K' Nang Ward,Lâm Đồng,Huyện Đam Rông,Xã Đạ K' Nàng
VN,Quang Tri,Da Krong District,Krong Klang Ward,Quảng Trị,Huyện Đa Krông,Thị trấn Krông Klang
VN,Quang Tri,Da Krong District,Mo O Ward,Quảng Trị,Huyện Đa Krông,Xã Mò Ó
VN,Quang Tri,Da Krong District,Huong Hiep Ward,Quảng Trị,Huyện Đa Krông,Xã Hướng Hiệp
VN,Quang Tri,Da Krong District,Da Krong Ward,Quảng Trị,Huyện Đa Krông,Xã Đa Krông
VN,Quang Tri,Da Krong District,Trieu Nguyen Ward,Quảng Trị,Huyện Đa Krông,Xã Triệu Nguyên
VN,Quang Tri,Da Krong District,Ba Long Ward,Quảng Trị,Huyện Đa Krông,Xã Ba Lòng
VN,Quang Tri,Da Krong District,Ba Nang Ward,Quảng Trị,Huyện Đa Krông,Xã Ba Nang
VN,Quang Tri,Da Krong District,Ta Long Ward,Quảng Trị,Huyện Đa Krông,Xã Tà Long
VN,Quang Tri,Da Krong District,Huc Nghi Ward,Quảng Trị,Huyện Đa Krông,Xã Húc Nghì
VN,Quang Tri,Da Krong District,A Vao Ward,Quảng Trị,Huyện Đa Krông,Xã A Vao
VN,Quang Tri,Da Krong District,Ta Rut Ward,Quảng Trị,Huyện Đa Krông,Xã Tà Rụt
VN,Quang Tri,Da Krong District,A Bung Ward,Quảng Trị,Huyện Đa Krông,Xã A Bung
VN,Quang Tri,Da Krong District,A Ngo Ward,Quảng Trị,Huyện Đa Krông,Xã A Ngo
VN,Nam Dinh,Y Yen District,Lam Ward,Nam Định,Huyện Ý Yên,Thị trấn Lâm
VN,Nam Dinh,Y Yen District,Yen Trung Ward,Nam Định,Huyện Ý Yên,Xã Yên Trung
VN,Nam Dinh,Y Yen District,Yen Thanh Ward,Nam Định,Huyện Ý Yên,Xã Yên Thành
VN,Nam Dinh,Y Yen District,Yen Tan Ward,Nam Định,Huyện Ý Yên,Xã Yên Tân
VN,Nam Dinh,Y Yen District,Yen Loi Ward,Nam Định,Huyện Ý Yên,Xã Yên Lợi
VN,Nam Dinh,Y Yen District,Yen Tho Ward,Nam Định,Huyện Ý Yên,Xã Yên Thọ
VN,Nam Dinh,Y Yen District,Yen Nghia Ward,Nam Định,Huyện Ý Yên,Xã Yên Nghĩa
VN,Nam Dinh,Y Yen District,Yen Minh Ward,Nam Định,Huyện Ý Yên,Xã Yên Minh
VN,Nam Dinh,Y Yen District,Yen Phuong Ward,Nam Định,Huyện Ý Yên,Xã Yên Phương
VN,Nam Dinh,Y Yen District,Yen Chinh Ward,Nam Định,Huyện Ý Yên,Xã Yên Chính
VN,Nam Dinh,Y Yen District,Yen Binh Ward,Nam Định,Huyện Ý Yên,Xã Yên Bình
VN,Nam Dinh,Y Yen District,Yen Phu Ward,Nam Định,Huyện Ý Yên,Xã Yên Phú
VN,Nam Dinh,Y Yen District,Yen My Ward,Nam Định,Huyện Ý Yên,Xã Yên Mỹ
VN,Nam Dinh,Y Yen District,Yen Duong Ward,Nam Định,Huyện Ý Yên,Xã Yên Dương
VN,Nam Dinh,Y Yen District,Yen Hung Ward,Nam Định,Huyện Ý Yên,Xã Yên Hưng
VN,Nam Dinh,Y Yen District,Yen Khanh Ward,Nam Định,Huyện Ý Yên,Xã Yên Khánh
VN,Nam Dinh,Y Yen District,Yen Phong Ward,Nam Định,Huyện Ý Yên,Xã Yên Phong
VN,Nam Dinh,Y Yen District,Yen Ninh Ward,Nam Định,Huyện Ý Yên,Xã Yên Ninh
VN,Nam Dinh,Y Yen District,Yen Luong Ward,Nam Định,Huyện Ý Yên,Xã Yên Lương
